id;title;;;
20381433;Zwycięzcą jest każdy, kto ukończy bieg... bieg Rzeźnika;;;
20381432;Policjant z trzema medalami na Mistrzostwach Polski Służb Mundurowych w BJJ;;;
20381431;Kradli przewody, grozi im do ośmiu lat więzienia;;;
20381430;Koronawirus w regionie. Wciąż niewiele zachorowań [WYKRES];;;
20381429;Krzemień pasiasty na rondzie w Sandomierzu;;;
20381428;Wolne terminy szczepień przeciw COVID-19 w Targach Kielce;;;
20381427;Powiatowe biura ARiMR czynne dłużej;;;
20381426;Policjanci uczyli dzieci, jak bezpiecznie przechodzić przez jezdnię;;;
20381425;Zderzenie autobusu z samochodem osobowym w centrum Kielc;;;
20381424;Związkowcy z zakładów MAN proszą o pomoc;;;
20381423;Punkty Widzenia: zmiany w wywozie śmieci [GŁOSUJ];;;
20381422;Naukowcy poznają problemy kielczan;;;
20381421;Obchody Dnia Żałoby i Nadziei na Litwie z udziałem polskich polityków;;;
20381420;USA i NATO będą wspierać kraje bałtyckie. „Nie szukam konfliktu z Rosją, ale będziemy reagować”;;;
20381419;Już jutro uroczysta Msza Święta z okazji dziewięciolecia istnienia hospicjum w Wilnie;;;
20381418;Biznes ponad naszymi głowami;;;
20381417;Konkurs dla młodzieży z wyjątkowo atrakcyjnymi nagrodami — „Portret Mikołaja Kopernika”;;;
20381416;Tauron: Zmiany w ustawie o OZE powinny zlikwidować przewymiarowanie instalacji;;;
20381415;Rzecznik MKiŚ: Powstanie zespół nadzorujący proces zakończenia sporu z Czechami ws. Turowa;;;
20381414;MRPiT zgłosi propozycję reformy systemu wsparcia energetyki prosumenckiej;;;
20381413;"Festyn charytatywny dla Franka Zembrzuckiego. 17.06.2021 ""Gramy dla Franka"" z Olszewa-Borek";;;
20381412;"Polak rzucił karierę, w Londynie parzył kawę, dziś jest innowatorem. ""Ludzie pukali się w głowę""";;;
20381411;Przed firmą śmieciową nic nie ukryjesz. Są już kody kreskowe na workach na odpadki;;;
20381410;"Zakaz handlu w niedziele będzie zaostrzony. ""Kwestia dni, nie tygodni""";;;
20381409;Kawa to przeżytek. Elektrowstrząsy nowym hitem na poranne orzeźwienie;;;
20381408;Blackberry Brothers z Oleśnicy zagrają dla Pauliny Procajło. Zobacz zapowiedź koncertu!;;;
20381407;"Głogów: Na „Skarbku"" trwa kiermasz taniej książki. Można je kupić za grosze";;;
20381406;Trwa naprawa nabrzeża mariny w Głogowie. Kto za to zapłaci?;;;
20381405;Biuro Informacji Kredytowej wykorzysta potencjał Microsoftu;;;
20381404;24-ta w br. umowa GDDKiA z wykonawcami dróg;;;
20381403;PRCH: w maju więcej odwiedzających galerie handlowe w dni robocze;;;
20381402;Transformacja podbije kurs spółek energetycznych. Ta firma zyskać może najwięcej;;;
20381401;Oprocentowanie depozytów na rynku międzybankowym - EURIBOR;;;
20381400;Francja: Początek szczepień przeciwko Covid-19 nastolatków od środy;;;
20381399;Otwiera się szansa dla projektów badawczych z Europy Środkowo-Wschodniej;;;
20381398;Ruszyła budowa farmy wiatrowej, która zasili polskie browary;;;
20381397;Tabela kursów średnich NBP nr 113: A: NBP: 2021;;;
20381396;Raport: co piąta osoba w części UE płaci łapówki za opiekę zdrowotną;;;
20381395;Gowin: historyczne maksima polskiego eksportu i importu;;;
20381394;Hiszpania: Szefowa MSZ: rozważamy przyłączenie Ceuty i Melilli do Strefy Schengen;;;
20381393;Administracja Bidena wytacza działa przeciwko Chinom;;;
20381392;170 mln zł dla naukowców w konkursach Narodowego Centrum Nauki;;;
20381391;Śląskie: Nowy tomograf w bielskim szpitalu wojewódzkim już działa;;;
20381390;Jest drogo, a może być jeszcze drożej;;;
20381389;Szwajcaria: Przed szczytem Biden-Putin Genewa zamieniona w twierdzę;;;
20381388;Szef BBN: szczyt uwzględnił sprawy ważne dla Polski i regionu;;;
20381387;Szczepienia w JSW;;;
20381386;Linie lotnicze Emirates zanotowały 5,5 mld. dolarów straty;;;
20381385;Santander: inflacja w maju wyznaczyła tegoroczny szczyt;;;
20381384;Francja: Ikea France skazana na milion euro grzywny za szpiegowanie pracowników;;;
20381383;Energetyka wiatrowa napędza koniunkturę. Ale najpierw inwestycje;;;
20381382;Greenpeace zaskarżyło do WSA przedłużenie koncesji dla Turowa do 2044 r.;;;
20381381;"""The Guardian"": Naukowcy przetwarzają plastikowe butelki na aromat waniliowy";;;
20381380;BOŚ Bank i NCBR będą wspólnie wspierać rozwój zielonych technologii;;;
20381379;Oprocentowanie depozytów na rynku międzybankowym – LIBOR;;;
20381378;Prezydent: skuteczna odbudowa po pandemii wymaga globalnej solidarności;;;
20381377;PLK zwiększają efektywność transportu transgranicznego na Podkarpaciu;;;
20381376;MF: rząd przyjął projekt dot. powrotu do stosowania reguły wydatkowej;;;
20381375;Świętujemy 75. urodziny Vespy! Zaproszenie;;;
20381374;Pirat drogowy z powiatu bieszczadzkiego został zatrzymany przez policjantów grupy SPEED [FILM];;;
20381373;Spyke Imola Evo 2.0 - sportowy charakter w klasycznym wydaniu;;;
20381372;Kolejki do egzaminów praktycznych na prawo jazdy są bardzo długie. Ale Ministerstwo Infrastruktury chce rozwiązać ten problem;;;
20381371;UOKiK chce zakazać sprzedaży wyrobów medycznych poza lokalem firmy;;;
20381370;Ukraina: Polscy medycy szczepią obserwatorów OBWE przeciwko COVID-19;;;
20381369;KRD: Firmy obciążone dodatkowymi kosztami z powodu pandemii;;;
20381368;Warszawa: Protesty przedstawicieli zawodów medycznych;;;
20381367;Nowy nuncjusz na Ukrainie;;;
20381366;Wysokie oczekiwania inflacyjne konsumentów i firm;;;
20381365;Soboń: Polska musi szukać porozumienia z Czechami;;;
20381364;Müller: Rząd może opóźnić przekazanie w Sejmie informacji ws. Turowa;;;
20381363;Sfałszowali faktury na 2 mld zł. Kolejne zatrzymania ws. gangu paliwowego;;;
20381362;Von der Leyen: Przekroczyliśmy 300 mln szczepień w Unii;;;
20381361;Wariant Delta jest już w 74 krajach i wciąż się rozprzestrzenia;;;
20381360;Chiny: Doniesienia o wycieku z elektrowni jądrowej, w Hongkongu niepokój;;;
20381359;Wiktor Iwaniuch z Przemyśla brązowym medalistą Mistrzostw Polski Żaczek-Żaków w tenisie stołowym;;;
20381358;Zderzenie trzech pojazdów na S8 w gminie Zapolice;;;
20381357;Mistrz świata zostaje w PGE Skrze Bełchatów;;;
20381356;A kto to przyszedł, reprezentacja Polski, niszczyciel dobrej zabawy (5);;;
20381355;Legia zagra z Bodø/Glimt w eliminacjach Ligi Mistrzów;;;
20381354;[MELODROMA] Przewodnik po grupie F na Euro 2020;;;
20381353;"Zaciszne miejsce pełne atrakcji &#8211; Malutkie Resort";;;
20381352;Tour de Konstytucja w środę w Piotrkowie;;;
20381351;Szkolenie dla rodziców, prosto z Finlandii;;;
20381350;Handel zagraniczny I-IV 2021: saldo wyniosło 16 mld PLN;;;
20381349;Euro 2020, czyli 7 walut w portfelu kibica;;;
20381348;SIM swapping - jak się bronić?;;;
20381347;"""Rzeczpospolita"": Szykują się zmiany osobowe w rządzie. Kaczyński odejdzie?";;;
20381346;"Znamy zwycięzców konkursu Travelery 2020. Książką roku ""Planeta K."" Piotra Milewskiego";;;
20381345;"Joanna Racewicz zaszczepiła syna i się zaczęło. Internauci współczują mu ""bezmyślnej matki""";;;
20381344;Cristiano Ronaldo zaskoczył na konferencji. Sponsorzy mogą nie być zadowoleni;;;
20381343;Hiszpanie i Szwedzi skomentowali porażkę Polaków. Nie mieli litości dla Lewandowskiego;;;
20381342;Grzegorz Krychowiak na pewno nie zagra z Hiszpanią. Przepisy rozwiewają wątpliwości;;;
20381341;"Psycholog sportu mówi nam, jak radzić sobie z porażkami. ""To lekcja dla świadomego kibicowania""";;;
20381340;"""Hola Danecka powraca"". Parodia ""Wiadomości"" jako promocja dla Marszu Równości";;;
20381339;"Okradziono Macieja Dowbora. Dziennikarz poprosił fanów o pomoc: ""Dajcie mi znać""";;;
20381338;"""Byłam trollem i przepraszam"". Teigen odpowiedziała na mocne zarzuty o przemoc psychiczną";;;
20381337;Lewandowski krzyczący na kolegów, piłkarze unikający mediów. Brutalna weryfikacja kadry;;;
20381336;Na granicach wraca normalność. Aktualne zasady podróży do Niemiec, Czech oraz na Słowację i Ukrainę;;;
20381335;Fatalny bilans Sousy w roli selekcjonera. Jego kadra umiała pokonać tylko Andorę;;;
20381334;Niedzielski: Ministerstwo przygotowuje się do czwartej fali koronawirusa na jesieni;;;
20381333;"Znamy kulisy spotkania Andrzeja Dudy z Joe Bidenem. ""Rozmowa trwała 3-4 minuty""";;;
20381332;Rasistowski skandal podczas Euro 2020? UEFA wkracza do akcji i może ukarać gwiazdora;;;
20381331;"Ewa Bem po czterech latach od śmierci córki wraca na scenę. ""Czułam, że ona tego bardzo chce""";;;
20381330;PAD: Dziś żyjemy nadzieją, że ludzkość weszła na ścieżkę powrotu do normalności;;;
20381329;PAD: Popandemiczny ład gospodarczy musi za punkty wyjścia przyjąć z jednej strony powrót na ścieżkę dynamicznego wzrostu, z drugiej strony odporność;;;
20381328;Już ponad rok od pierwszego przypadku COVID-19 w Polsce. Jak zmieniało się nasze życie?;;;
20381327;Covid-19: wariant Delta;;;
20381326;Biden i Putin pogadajÄ;;;
20381325;â;;;
20381324;Zabezpiecz oszczÄ;;;
20381323;UciekĹ;;;
20381322;Segregacja sanitarna w Izraelu. Niezaszczepieni muszÄ;;;
20381321;SONDAĹť. Konfederacja wyprzedza LewicÄ;;;
20381320;Dramat Macieja Dowbora. ZĹ;;;
20381319;Ambasada USA powiela fejki o Ĺ;;;
20381318;170 mln zł na zespoły badawcze i projekty mistrzowskie – Narodowe Centrum Nauki ogłasza konkursy MAESTRO 13 i SONATA BIS 11;;;
20381317;Dramatyczna scena. Samochód został pochłonięty w kilka sekund;;;
20381316;Rząd ukradł Warszawie budynek za 400 milionów złotych? Awantura wokół Szpitala Południowego;;;
20381315;Sejm wybiera Rzecznika Praw Obywatelskich. Przeszłość Lidii Staroń może być kłopotliwa dla PiS;;;
20381314;Ryszard Petru: Jestem prawdziwym libkiem i zrobię liberalną kontrrewolucję;;;
20381313;Pierwszy Żappka Store już otwarty! Zobaczcie jak wygląda Żabka bez kas i obsługi;;;
20381312;Apple przedstawia sensowną, tańszą, alternatywę dla słuchawek AirPods Pro;;;
20381311;Koniec darmowego roku Apple TV+. Od lipca spore zmiany w promocji;;;
20381310;6 lat wsparcia smartfona przez Apple kontra 3 lata u Samsunga;;;
20381309;Nie doszłoby do ataku na skrzynkę e-mail ministra Dworczyka, gdyby włączył on dwuskładnikowe uwierzytelnianie;;;
20381308;Czy książka przetrwa?;;;
20381307;"Odchudzona Kotońska zachwyca figurą na wakacjach. ""Tak trzymaj!""";;;
20381306;TYLKO U NAS: Kurdej-Szatan i Kurski byli przyjaciółmi? Gwiazda wyjawiła prawdę o ich relacji;;;
20381305;Rozwód w brytyjskiej rodzinie królewskiej. Królowa „jest zdenerwowana”;;;
20381304;"Mocne słowa Richardson o Euro 2020! ""Mam w d*pie piłkę nożną""";;;
20381303;TYLKO U NAS: Kubicka sprzedaje dom! Cena zwala z nóg;;;
20381302;"Agata Młynarska wyszła ze szpitala! ""Odzyskam to, co choroba chce zabrać""";;;
20381301;Szczęsny w ogniu krytyki brytyjskich mediów! Nie mieli litości;;;
20381300;"Dwa lata temu ""pancerny"" pod wpływem jeździł czołgiem po Pajęcznie. Jak zakończyła się ta sprawa? ZDJĘCIA, FILM";;;
20381299;Kapitalny remont budynku handlowego w Wieluniu. Biedronka zmieni się nie do poznania. Nadal będzie tu też działał Sezam ZDJĘCIA;;;
20381298;Spędź lato aktywnie i kreatywnie. Ruszają zapisy na zajęcia z RCK;;;
20381297;Sierżant Mateusz Gajda z Raciborza dzieli się krwią od 16 lat;;;
20381296;Dziś mija 100 lat od mało znanego siódmego objawienia w Fatimie;;;
20381295;Tarnów. Drogowcy malują oznakowanie poziome w Tarnowie. Odświeżane są przejścia dla pieszych, przejazdy rowerowe, linie ciągłe i przerywane;;;
20381294;Sprawdzała maseczki od instruktora narciarstwa. Prezydent ją odznaczył;;;
20381293;Ikea France ukarana. Powód? Szpiegowanie pracowników;;;
20381292;Wypadek na przejeździe kolejowym. Zginęła młoda kobieta;;;
20381291;Pielęgniarki protestują przed Sejmem. Domagają się podwyżek;;;
20381290;Tajne posiedzenie Sejmu. KO składa sprzeciw;;;
20381289;Jaki: Łukaszenka jest narzędziem w rękach Kremla;;;
20381288;AstraZeneca: Nasze badanie dot. leczenia COVID-19 zawiodło;;;
20381287;Suski w Sejmie: Na opozycji dominuje mentalność zdrajców;;;
20381286;Gowin o danych z polskiej gospodarki: Historyczne maksima;;;
20381285;Śmiertelny wypadek na Rysach. Mężczyzna spadł z 400 metrów;;;
20381284;Fala upałów sunie do Polski. Rozleje się na prawie cały kraj;;;
20381283;Szef WHO alarmuje: koronawirus wyprzedza szczepienia;;;
20381282;Co łączy koronawirusa i Alzheimera? Nowe odkrycie naukowców;;;
20381281;"Niedzielski o czwartej fali. ""Prawdopodobieństwo nie jest wysokie""";;;
20381280;"Strajk pielęgniarek i położnych. ""Medycy pod Sejmem""";;;
20381279;W środę utrudnienia na węźle A1 Piotrków Trybunalski Południe;;;
20381278;Prezydent Andrzej Duda odznaczy Jakuba Błaszczykowskiego;;;
20381277;31-latek z Leszna był poszukiwany w całej Europie. Wpadł, bo wystąpił w telewizji;;;
20381276;17-latek wpadł do pojemnika na odpady. Potrzebna była interwencja straży pożarnej;;;
20381275;"Z tęczówki oka diagnozował nowotwór i ""leczył"", aż prawie zabił. Irydolog skazany";;;
20381274;"Wygrała z ""kandydatem od piwa"". Nowa burmistrz zdradza kulisy walki z politykiem PiS";;;
20381273;Jennifer Lopez i Ben Affleck. Przyłapano ich na gorącym pocałunku;;;
20381272;"Wypada brać ze sobą kanapki do samolotu? Czy to już ""januszowanie"" i ""cebulandia""?";;;
20381271;Anna Kalczyńska pożegnała przyjaciela. Jej wpis wzrusza do łez;;;
20381270;Kasia Tusk na wakacjach. Blogerka wybrała strój z popularnej sieciówki;;;
20381269;Kapsułowa kolekcja Retro Your Own Way Gino Rossi;;;
20381268;Izabela i Adam Małyszowie świętują 24. rocznicę ślubu. Było romantycznie, ale spójrzcie, co leci w tle;;;
20381267;"""Kozacka miłość"" znika z anteny. Co się stanie z serialem i czy powróci na ekrany?";;;
20381266;"Agnieszka Kotońska z ""Gogglebox"" długo pracowała nad sylwetką. Efektami chwali się na nowych zdjeciach w bikini. ""Wyglądasz pięknie""";;;
20381265;"""Rolnik szuka żony"". Seweryn szykuje się do ślubu. Wesele odbędzie się w nietypowym miejscu";;;
20381264;"Korwin-Mikke znów szokuje. ""Na złość biskupom są homoseksualisatmi""";;;
20381263;Sosnowiec. W mieście powstał terminal lotniczy. Po co?;;;
20381262;Nagroda im. Jana Rodowicza „Anody”;;;
20381261;Szkoła do likwidacji. Minister zdecydował. Gorąca atmosfera w Czechowicach-Dziedzicach;;;
20381260;Powrót Donalda Tuska pomoże opozycji? Jest najnowszy sondaż;;;
20381259;Koronawirus. Wariant Delta wykryty już w 74 krajach;;;
20381258;Andrzej Duda napisał do Tadeusza Rydzyka. Krzysztof Gawkowski: to żenujące;;;
20381257;Bielsko-Biała. Uwaga kierowcy! Na rondzie jak na zwykłym skrzyżowaniu;;;
20381256;Tragedia w Pyskowicach. Pies miał być ostrzyżony, a skonał w męczarniach;;;
20381255;Najbliższe wydarzenia Centrum Kultury w Siechnicach;;;
20381254;Utrudnienia w okolicach dworca PKP w Ełku. Powodem jest uszkodzona sygnalizacja świetlna;;;
20381253;Praca za długi. Niewielu mieszkańców Giżycka chce odpracować zadłużenie czynszowe;;;
20381252;Kolejny raz można się zaszczepić jednodawkowym preparatem Johnson&Johnson;;;
20381251;Porta Mare na Wyspie Spichrzów. W historycznej zabudowie Elbląga powstaje nowoczesny biurowiec;;;
20381250;Kierowca autobusu szkolnego nie żyje. Dwóch nastolatków uratowało pasażerów!;;;
20381249;Oczekiwania były znacznie większe;;;
20381248;Konin. Bawili się w Śpiącą Królewnę. Grupa teatralna wystawiła przedstawienie w Młodzieżowym Domu Kultury;;;
20381247;Kazimierz Białkowski - malarstwo, otwarcie wystawy w Centrum Kultury i Sztuki w Koninie;;;
20381246;Refarming i zmiana standardu nadawania NTC. Zalety dla widzów i najważniejsze daty;;;
20381245;"Awantura w Sejmie nt. kopalni Turów. Suski o ""mentalności zdrajców"" opozycji";;;
20381244;Koronawirus. 215 nowych przypadków wirusa SARS-CoV-2 w kraju. Jedno województwo bez nowych zakażeń;;;
20381243;Geblewicz: Rzeszów to inspiracja dla naszych partyjnych liderów, jak wygrywać wybory;;;
20381242;"Przemysław Czarnek chce, aby to kurator wybierał dyrektorów szkół. Wiceprezydent Łodzi: ""Strach pomyśleć, co wtedy będzie""";;;
20381241;"Tomasz Stamirowski: ""Moja rodzina rozumie, że Widzew to coś, co kocham""";;;
20381240;"""Wiadomość, którą podała UEFA jest nieprawdziwa""";;;
20381239;"""W szatni była wielka cisza przez długie minuty""";;;
20381238;Rząd na prywatnych skrzynkach. Nawet amator sprawdzi, co pisał Gowin do Morawieckiego;;;
20381237;Były szef SB Władysław Ciastoń pochowany na Powązkach Wojskowych;;;
20381236;Trzaskowski trzy lata temu złożył seniorce obietnicę. „Jestem taka zawiedziona”;;;
20381235;Miller pokazał wulgarny screen. Sikorski zachwycony. „Sięgnęli bruku”;;;
20381234;Król Bhutanu pięć dni chodził po górach na granicy kraju. Pilnuje, czy nikt nie przenosi koronawirusa;;;
20381233;"Luzowanie obostrzeń w miejskich autobusach i tramwajach, koniec ze ""strefą bezpieczeństwa""";;;
20381232;O 215 wzrosła liczba zakażeń koronawirusem w Polsce. Osiem nowych przypadków w regionie;;;
20381231;Punkt szczepień przeciw koronawirusowi przeniesiony do dawnej łaźni kopalni Katowice;;;
20381230;Do trzech razy sztuka. Deweloper nie może budować w pobliżu parku Śląskiego;;;
20381229;Budują kolejne centrum logistyczne, zatrudnią ponad 800 osób;;;
20381228;Konkursy na dyrektorów szkół i przedszkoli w Opolu. Bez rewolucji kadrowej;;;
20381227;Ukradł ze sklepu karton drogiej whisky. Policja szuka złodzieja;;;
20381226;"""Rząd chce, by lotnisko w Modlinie upadło po cichu"". Mocny głos samorządów, inwestora i linii Ryanair";;;
20381225;W Grudziądzu popłynąć można w widokowy rejs Wisłą. To duża atrakcja turystyczna. Zobacz zdjęcia, sprawdź ceny biletów;;;
20381224;Inowrocławianie wędrowali śladami Hansa Klossa. Niesamowity pomysł na wakacje 2021;;;
20381223;Inowrocław. Musicie to koniecznie zobaczyć. W Ogrodach Zapachu w Solankach w Inowrocławiu zakwitły przepiękne piwonie i róże. Zdjęcia;;;
20381222;Polacy od miesięcy kpili z logiki. Tak kadra Sousy straciła siedem goli z dziesięciu!;;;
20381221;Legia poznała rywala w I rundzie el. Ligi Mistrzów! Trafiła najgorzej;;;
20381220;"Trener Słowaków przechytrzył Sousę. ""Dzięki temu zatrzymali Lewandowskiego""";;;
20381219;"""Może coś urwiemy"" - kibice krytykują kadrę, ale jeszcze wierzą";;;
20381218;Tragiczny wypadek na przejściu kolejowym w Brzeźnicy. 23-latka wjechała pod pociąg;;;
20381217;Dziennikarz RMF FM kontra funkcjonariusz PiSu Pereira;;;
20381216;Total Fitness żąda od prawilnego mireczka 216,50 pln za 10 dni otwartej siłowni;;;
20381215;Podczas policyjnej interwencji w kieszeni złodzieja zadzwonił kradziony telefon;;;
20381214;Bookcrossing w Galerii Echo. Pierwsze książki od pracowników oraz miejskiej biblioteki;;;
20381213;Stroją Lublin w nowe kwiatki;;;
20381212;Oddał samochód do warsztatu. Czegoś takiego się nie spodziewał;;;
20381211;S.T.A.L.K.E.R. 2: Heart of Chernobyl: Zwiastun, data premiery i promieniowanie (wideo);;;
20381210;W szkołach powstaną Sport Kluby. Mają podnieść kondycję uczniów po pandemii;;;
20381209;Przez korek na S17 na sygnale. Policjanci z Niemiec eskortowali matkę z małym dzieckiem;;;
20381208;Kolejne miasto wprowadza nocną prohibicję;;;
20381207;Biden w Brukseli. Rozpoczął się szczyt UE-USA, w agendzie m.in. relacje z Rosją i Chinami;;;
20381206;Informacje Dnia 15.06.2021 [12.00];;;
20381205;[TYLKO U NAS] O. prof. M. Raczkiewicz o proteście przeciwko uwolnieniu separatystycznych polityków z Katalonii: Według policji w manifestacji wzięło udział blisko 130 tys. osób, natomiast według danych rządowych – zaledwie 20 tys.;;;
20381204;Kiedy ruszy Narodowy Holding Spożywczy?;;;
20381203;Mec. L. Obara: Jedno z praw człowieka, czyli prawo do rzetelnego procesu, ale również do jego wykonania – zostało złamane przez niemiecki Sąd Najwyższy;;;
20381202;"""Młynarzówka"" w Narwiańskim Parku Narodowym już dostępna dla turystów";;;
20381201;Przed białostockim sądem zakończył się proces za strzał z wiatrówki do kierowcy;;;
20381200;W BCO powstała poradnia dermatologii i wenerologii;;;
20381199;Oszuści od rana próbują naciągnąć mieszkańców Łomży;;;
20381198;Kobieta w ciąży i małe dziecko trafiły do szpitala po wypadku niedaleko Jeżewa;;;
20381197;"""Byliśmy pięć metrów od nich, kiedy otworzyli ogień"". Rosjanie oskarżani o zbrodnie w Afryce";;;
20381196;Jest dochodzenie w sprawie przecieków z tegorocznych matur;;;
20381195;Wjechał w wózek z bliźniakami, jeden z chłopców zmarł. Wyraża żal i deklaruje pomoc, ale się nie przyznaje;;;
20381194;14-letnia Nikola odjechała z domu rowerem i ślad się urwał;;;
20381193;Zostawił na kompresorze saszetkę z kosztownościami. Zniknęła, ten kto ją zabrał, odpowie za kradzież;;;
20381192;"Złoty się osłabia. ""Rynki jeszcze mniej spodziewają się podwyżki stóp""";;;
20381191;"""Chcemy je zakotwiczyć w Unii jeszcze bardziej"". Hiszpania rozważa przyłączenie Ceuty i Melilli do Schengen";;;
20381190;"""Jesteśmy państwem, które istnieje w próżni bezpieczeństwa"". Apelują o gwarancje";;;
20381189;72-godzinny bilet dla turystów! Dostępny już w wakacje;;;
20381188;Szokujące zdjęcia. Samochód wjechał w protestujących;;;
20381187;Nauczycielka, która pokochała szydełkowanie. Uczy chemii, a w wolnych chwilach tworzy pluszaki;;;
20381186;Pięć radiowozów na studenta za blond włosy. Adwokat oskarża policję i cytuje Martina Luthera Kinga;;;
20381185;Lista wstydu reprezentacji Polski. W tych meczach nas zawodziła [LISTA];;;
20381184;Ukradł szefowi saszetkę z pieniędzmi po dwóch dniach pracy. Wziął wolne;;;
20381183;Kilkaset litrów substancji ropopochodnej wlane do kanalizacji w Rabce. Sprawcy szuka policja;;;
20381182;Zaginęła 16 letnia Wiktoria Marcinkowska z miejscowości Iłowo-Osada;;;
20381181;44-latek z gminy Lubawa złamał szczękę znajomemu;;;
20381180;Legnica. 39-latek próbował uciec przed policjantami przez balkon na czwartym piętrze. W mieszkaniu posiadał narkotyki, broń i amunicję;;;
20381179;Wjechał w bliźnięta na pasach, jedno zginęło. Nie przyznaje się do winy;;;
20381178;Prezydent odznaczy Jakuba Błaszczykowskiego;;;
20381177;Schronisko „Harcówka” w Wałbrzychu na starych fotografiach. Tak wyglądała za Niemca!;;;
20381176;Okradli tira. Miał ubezpieczenie, ale i tak musi zapłacić gigantyczny rachunek;;;
20381175;Wrony wiedzą, czym jest zero. Ta koncepcja była przez długi czas obca ludziom;;;
20381174;Szczepionki coraz droższe. Producenci podnoszą ceny;;;
20381173;Posłanka apelowała o walkę z TVP. Wróciła do domu i włączyła mecz na TVP;;;
20381172;Aresztowano kobietę, która ukrywała się 15 lat;;;
20381171;Roboty wielkości bakterii rozkładają mikroplastik;;;
20381170;Śmiertelny wypadek w Tatrach. Turysta spadł 400 metrów;;;
20381169;Lista wstydu reprezentacji Polski. Z tych meczach nas zawodziła [LISTA];;;
20381168;Śląsk Wrocław czeka na rywala w Lidze Konferencji i nowych piłkarzy. Będą przed wyjazdem na obóz do Chorwacji;;;
20381167;Razer Blade 14 z procesorem AMD Ryzen 9 5900HX oraz kartami graficznymi NVIDIA GeForce RTX 3060, RTX 3070 i RTX 3080;;;
20381166;Ogłoszenie otwartego konkursu ofert oraz naboru na członków komisji konkursowej dot. realizacji zadania publicznego pt. „Działania integracyjne dla młodzieży szkół średnich oraz studentów – cudzoziemców mieszkających w Krakowie”;;;
20381165;Nikt nie podważył terminu uruchomienia Baltic Pipe- mówi minister Piotr Naimski;;;
20381164;Strona powiatu w nowej odsłonie;;;
20381163;Dlaczego tak uwielbiamy pierogi?;;;
20381162;Weź udział w konkursie i wygraj indeks na wybrany kierunek studiów!;;;
20381161;Budowa zbiornika Kąty-Myscowa to strategiczna inwestycja – przekonywał prezes Wód Polskich;;;
20381160;Trener siatkarek UKS MOSiR Jasło walczy o powrót do zdrowia! Rodzina prosi o wsparcie;;;
20381159;Warsztaty wikliniarskie dla seniorów;;;
20381158;Koszmar kobiety trwał miesiącami. Konkubent znęcał się nad matką swojego dziecka;;;
20381157;Spada bezrobocie w powiecie mikołowskim;;;
20381156;Orzeszanin walczy z SLA. Terapia komórkami macierzystymi to koszt aż 52 tysięcy złotych;;;
20381155;W tych miejscach nie będzie wody;;;
20381154;Wszystkie pasy na wiaduktach Warszawskich znów będą przejezdne;;;
20381153;Bydgoszcz za tydzień wkracza na wielki ekran;;;
20381152;Rozbój na klatce schodowej bloku;;;
20381151;Kierował autem z sądowym zakazem;;;
